DATE,COMNAM,PERMNO,PERMCO
19820203,LASER INDUSTRIES LTD,64012,21084
19721214,PRESTON TRUCKING INC,64013,3723
19840103,PRESTON CORP,64013,3723
19730131,CAFETERIAS INC,64020,2728
19810119,LUBYS CAFETERIAS INC,64020,2728
19990112,LUBYS INC,64020,2728
19780523,PRESTON STATE BANK DALLAS TX,64021,3696
19820126,MARCADE GROUP INC,64039,21153
19721214,PREWAY INC,64040,3666
19721214,NEVADA SAVINGS & LOAN ASSN,64047,3263
19830602,PRIAM CORP,64048,6037
19721214,UNITED BANK CORP NY,64055,4629
19820104,NORSTAR BANCORP INC,64055,4629
19721214,OLSTEN CORP,64063,3372
19820302,PRICE CO,64064,5322
19820104,PRIMARK CORP,64071,21445
19830512,PRIMAGES INC,64072,5985
19811015,RIO GRANDE DRILLING CO,64098,5110
19721214,PRIMARY MEDICAL COMMUNICATNS INC,64099,25719
19820201,SAUNDERS LEASING SYS INC,64100,25497
19840103,SAUNDERS SYSTEM INC,64100,25497
19830801,PRIMEFAX INC,64101,6235
19810422,SWIFT INDEPENDENT CORP,64119,4117
19840206,PRIMO INC,64120,6835
19791003,WESPERCORP,64127,4996
19810226,WILLIAMS ELECTRONICS INC,64135,4919
19870223,W M S INDUSTRIES INC,64135,4919
19721214,PRINCETON CHEMICAL RESEARCH INC,64136,3492
19810629,AMERICAN WELL SERVICING CORP,64143,424
19840508,AMERICAN OIL & GAS CORP TX,64143,424
19860722,AMERICAN OIL & GAS CORP DE,64143,424
19920507,AMERICAN OIL & GAS CORP,64143,424
19721214,PRINCETON ELECTRONIC PRODS INC,64144,3512
19950929,PRINCETON AMERICAN CORP,64144,3512
19740314,ANACOMP INC,64151,265
19801015,PRIMA ENERGY CORP,64152,3516
19770908,BOLAR PHARMACEUTICAL INC,64178,602
19930326,CIRCA PHARMACEUTICALS INC,64178,602
19721214,EAGLE CNTY DEV CORP,64179,3623
19730517,PRINCEVILLE CORP,64179,3623
19820420,C I G N A CORP,64186,20357
20111109,CIGNA CORP,64186,20357
20181221,CIGNA CORP NEW,64186,20357
19721214,PRINTOGS LTD,64187,25721
19721214,CHEMED CORP,64194,20435
20030522,ROTO ROOTER INC NEW,64194,20435
20040518,CHEMED CORP NEW,64194,20435
19790626,PRINTRONIX INC,64195,3719
19780802,CULLINANE CORP,64207,1195
19810102,CULLINANE DATABASE SYS INC,64207,1195
19830201,CULLINET SOFTWARE INC,64207,1195
19800728,PRISM RESOURCES LTD,64208,25722
19801223,DELMED INC,64215,1340
19911231,FRESENIUS USA INC,64215,1340
19721214,PROCHEMCO INC,64216,3498
19780223,PROCOR INC,64216,3498
19790504,HERITAGE COMMUNICATIONS INC,64223,2107
19810407,PRODIGY SYSTEMS INC,64224,3502
19721214,HITACHI LIMITED,64231,2153
19790911,PRO SCAN INC,64232,3690
19810730,I C O INC,64258,2267
19980401,I C O INC NEW,64258,2267
19820712,PRIVATE SCREENING INC,64259,5539
19721214,INFORMATICS GENERAL CORP,64266,2318
19830707,PRO CEL INTL INC,64267,6155
19810514,L & N HOUSING CORP,64274,2696
19920506,L N H REIT INC,64274,2696
19831125,PRO MED CAPITAL INC,64275,6620
19910404,P M C CAPITAL INC,64275,6620
19730209,LIMITED STORES INC,64282,2664
19820604,LIMITED INC,64282,2664
20020522,LIMITED BRANDS INC,64282,2664
20130328,L BRANDS INC,64282,2664
20210803,BATH & BODY WORKS INC,64282,2664
19721214,P B A INC,64283,3479
19840305,PROFIT SYSTEMS INC,64283,3479
19721214,NATIONAL UTILITIES & INDS CORP,64290,3293
19830404,N U I CORP,64290,3293
20010302,N U I CORP NEW,64290,3293
19721214,UNICAPITAL CORP,64291,3683
19801208,PRODUCTION OPERATORS CORP,64291,3683
19721214,NICOLET INSTRUMENT CORP,64303,3192
19750717,PRODUCTOL CHEMICAL INC,64304,3662
19820625,NORFOLK SOUTHERN CORP,64311,21294
19820419,PROFESSIONAL CARE SVCS INC,64312,5333
19810716,PICO PRODUCTS INC,64338,3567
19791107,PROFESSIONAL INVESTORS IN GP INC,64339,3681
19721214,RAYCHEM CORP,64346,3782
19721214,PROGRAMMED PROPRIETARY SYS INC,64347,3726
19750318,PROGRAMMED TAX SYS INC,64347,3726
19820601,REGAL INTERNATIONAL INC,64354,21501
19721214,PROGRAMMING & SYSTEMS INC,64355,3714
19760730,T D K ELECTRONICS LTD,64362,4398
19830225,T D K CORP,64362,4398
19721214,FORT WORTH NATL CORP,64370,4368
19740429,TEXAS AMERICAN BANCSHARES INC,64370,4368
19810910,PROGRAMS UNLIMITED INC,64371,3694
19820407,VISA ENERGY CORP,64389,25723
19721214,PROGRESSIVE CORP OH,64390,3682
19800304,ANTHEM ELECTRONICS INC,64397,288
19721214,PROGRESSIVE INDUSTRIES CORP OH,64398,3671
19721214,SOUTHERN CONNECTICUT GAS CO,64418,1175
19790501,CONNECTICUT ENERGY CORP,64418,1175
19740227,PROGRESSIVE SAVINGS & LN ASSN,64419,3689
19881216,PROGRESSIVE SAVINGS BANK,64419,3689
19730209,DELAWARE VALLEY RLTY & MTG INVS,64426,1426
19780705,DEL VAL FINANCIAL CORP,64426,1426
19940103,D V L INC,64426,1426
19721214,PRO GOLF,64427,3670
19750225,PROGROUP INC,64427,3670
19960717,ARNOLD PALMER GOLF COMPANY,64427,3670
19820908,HEALTH EXTN SVCS INC,64434,21448
19860228,PROFESSIONAL CARE INC,64434,21448
19911126,HEALTH PROFESSIONALS INC,64434,21448
19840118,PROMOVISION VIDEO DISPLAYS CP,64435,6790
19721214,SUGARDALE FOODS INC,64442,3039
19760305,MORGANS RESTAURANTS,64442,3039
19820630,MORTRONICS INC,64442,3039
19860922,MORGAN FOODS INC,64442,3039
19970715,MORGANS FOODS INC,64442,3039
19721214,NEW JERSEY NATURAL GAS,64450,3200
19820129,NEW JERSEY RES,64450,3200
19721214,PROPERTY TRUST AMERICA,64451,3720
19950324,SECURITY CAPITAL PACIFIC TRUST,64451,3720
19980707,ARCHSTONE COMMUNITIES TRUST,64451,3720
20011030,ARCHSTONE SMITH TRUST,64451,3720
19810108,NUTRI SYSTEMS INC,64469,3294
19780316,PROPRIETORS CORP,64470,3688
19820714,ROLLINS ENVIRONMENTAL SVCS INC,64477,21529
19970516,LAIDLAW ENVIRONMENTAL SVCS INC,64477,21529
19980701,SAFETY KLEEN CORP NEW,64477,21529
19761109,PROSPECT INDUSTRIES CORP,64478,3691
19810217,SCIENTIFIC LEASING INC,64485,4004
19721214,PROTECTIVE LIFE INSURANCE CO,64486,3684
19810702,PROTECTIVE CORP,64486,3684
19850507,PROTECTIVE LIFE CORP,64486,3684
19730313,LEISURECRAFT PRODUCTS LTD,64493,5324
19810602,WEBCOR ELECTRONICS INC,64493,5324
19821201,PROTO MED INC,64494,5704
19721214,WELDOTRON CORP,64506,4895
19830929,PROTOCOL COMPUTER INC,64507,6432
19801121,ADVEST GROUP INC,64514,420
19801105,PROVIDENT BANCORP INC,64515,3658
19970603,PROVIDENT FINANCIAL GROUP INC,64515,3658
19721214,STEAK & BREW INC,64522,670
19760401,BEEFSTEAK CHARLIES INC,64522,670
19850429,LIFESTYLE RESTAURANTS INC,64522,670
19830729,PROVIDENT INSTITUTION SVGS MA,64523,6231
19821221,BILTRITE CORP,64530,25724
19721214,PROVIDENT LIFE & ACC INS CO,64531,3430
19870901,PROVIDENT LIFE & ACC INS CO AMER,64531,3430
19951227,PROVIDENT COMPANIES INC,64531,3430
19721214,CASTLE INDUSTRIES INC,64549,1164
19830629,PRUDENTIAL MUTUAL SAVINGS BANK,64550,6132
19830919,PRUDENTIAL BANK SEATTLE,64550,6132
19841031,PRUDENTIAL BANK F S B,64550,6132
19850621,PRUDENTIAL BANCORP,64550,6132
19811102,CENTRAL LOUISIANA ELEC CO INC,64557,5140
19980428,CLECO CORP,64557,5140
19990702,CLECO CORP NEW,64557,5140
19721214,PROVIDENT LIFE INS CO,64558,3600
19790312,COUNTRYWIDE CREDIT INDS INC,64565,796
20021113,COUNTRYWIDE FINANCIAL CORP,64565,796
19830915,PROVINCETOWN BOSTON AIRL INC,64566,6382
19821111,ENERGY EXCHANGE CORP,64573,25725
19721214,PROVINCIAL HOUSE INC,64574,3561
19771207,HAZLETON LABS CORP,64581,2157
19760721,PRUDENTIAL FED SVGS & LN ASSN,64582,3541
19830301,PRUDENTIAL FINL SVCS CORP,64582,3541
19890428,OLYMPUS CAPITAL CORP,64582,3541
19800926,KOGER COMPANY,64602,2571
19821222,M G M U A HOME ENTERTAINMENT GP,64610,5745
19821231,M G M U A HOME ENTERTAINMEMT GP,64610,5745
19820923,PSYCH SYSTEMS INC,64611,5636
19821231,MCDERMOTT INTERNATIONAL INC,64629,21175
19721214,PUBLISHER CO INC,64630,3481
19730720,PUBCO CORP,64630,3481
20001110,PUBCO CORP NEW,64630,3481
19820927,MCRAE INDUSTRIES INC,64637,2825
19810429,PUBCOA INC,64638,3727
19900907,BUFFS N PUFFS LTD,64638,3727
19821229,MESA OFFSHORE TR,64645,21192
19721214,PUBLIC SERVICE CO NC INC,64646,3703
19950301,PUBLIC SERVICE CO OF NC INC,64646,3703
19801118,STORAGE EQUITIES INC,64653,4289
19951117,PUBLIC STORAGE INC,64653,4289
20070604,PUBLIC STORAGE,64653,4289
19830329,PUBLISHERS EQUIPTMENT CORP,64654,5888
19820525,TECHNICOM INTERNATIONAL INC,64661,5530
19810123,PRYME ENERGY RESOURCES CORP,64662,25726
19830211,ACCO WORLD CORP,64688,5803
19780705,PUGET SOUND NATL BK TACOMA WASH,64689,3702
19811001,PUGET SOUND BANCORP,64689,3702
19821104,AMERICANA HOTELS & REALTY CORP,64696,5663
19721214,PULASKI FURNITURE CORP,64697,3596
19721214,AMFESCO INDUSTRIES INC,64709,215
19801222,B S N CORP,64717,681
19921203,AURORA ELECTRONICS INC,64717,681
19830921,PULSAR OIL & GAS INC,64718,6400
19801216,C 3 INC,64725,25727
19721214,PULSE COMMUNICATIONS INC,64726,25728
19830404,COWLES BROADCASTING,64733,25729
19721214,DIAMONDHEAD CORP,64734,3497
19800829,PURCELL INC,64734,3497
19721214,GEOTHERMAL RESOURCES INTL INC,64741,20810
19781127,PURECYCLE CORP,64742,3500
20040426,PURE CYCLE CORP,64742,3500
19830329,NEWHALL INVESTMENT PPTYS,64768,25730
19721214,PURITAN BENNETT CORP,64769,3482
19830329,NEWHALL RESOURCES,64776,25731
19721214,PURITY SUPREME INC,64777,3713
19830218,PANTRY PRIDE INC,64784,25732
19860408,REVLON GROUP INC,64784,25732
19810925,ULTRA DYNAMICS CORP,64785,5130
19830601,PUROFLOW INC,64785,5130
20031029,ARGAN INC,64785,5130
19760917,R A I RESEARCH CORP,64792,3769
19721214,PUTNAM DUOFUND INC,64793,25733
19830103,SABINE ROYALTY TR,64805,21550
19770721,PUTNAM TRUST CO GREENWICH CT,64806,3718
19810423,TELESPHERE INTERNATIONAL INC,64813,4584
19891006,TELESPHERE COMMUNICATIONS INC,64813,4584
19840215,PYRAMID MAGNETICS INC,64814,6860
19830303,TRANS WORLD AIRLINES INC,64821,22934
19760719,PYRAMID OIL CO,64822,3737
20140911,YUMA ENERGY INC,64822,3737
20161027,YUMA ENERGY INC NEW,64822,3737
19820324,ALLEGHENY LAND & MINERAL CO,64848,5335
19830603,ALAMCO INC,64848,5335
19800130,PYRO MAGNETICS CORP,64849,3738
19830608,ALZA CORP,64856,20061
19780815,Q ONE CORP,64857,3746
19791120,AMPAL AMERICAN ISRAEL CORP,64864,238
19790723,BALLYS PARK PL INC,64872,3458
19721214,QUASAR MICROSYSTEMS INC,64873,6180
19840705,Q T & T INC,64873,6180
19721214,CALPROP CORP,64880,950
19810120,PARRENT OIL & GAS INC,64881,3679
19830603,QADRANT CORP,64881,3679
19730228,CANANDAIGUA WINE INC,64899,1015
19970902,CANANDAIGUA BRANDS INC,64899,1015
19991012,CANANDAIGUA BRANDS,64899,1015
20000920,CONSTELLATION BRANDS INC,64899,1015
19721214,QONAAR CORP,64900,3747
19721214,COGNITRONICS CORP,64901,1030
20070104,THINKENGINE NETWORKS INC,64901,1030
19730821,NUCLEAR SVCS CORP,64902,3750
19780912,QUADREX CORP,64902,3750
19830419,CONTINENTAL AIRLINES CORP,64928,25735
19721214,QUAKER CHEMICAL CORP,64929,3741
19830602,DOMINION RESOURCES INC VA,64936,20592
20000131,DOMINION RESOURCES INC VA NEW,64936,20592
20170511,DOMINION ENERGY INC,64936,20592
19721214,QUAKER CITY INDS INC,64937,3751
19821213,EVALUATION RESEARCH CORP,64944,5721
19850201,E R C INTERNATIONAL INC,64944,5721
19771101,HEALTH DELIVERY SYSTEMS INC,64945,3754
19780623,QUALITY CARE INC,64945,3754
19721214,FIRST BOSTON CORP,64952,1650
19760430,FIRST BOSTON INC,64952,1650
19840413,QUALITY MILLS INC,64953,6983
19830408,GULFSTREAM AEROSPACE CORP,64960,25736
19821201,QUALITY SYSTEMS INC,64961,5703
20180910,NEXTGEN HEALTHCARE INC,64961,5703
19721214,HEILIG MEYERS CO,64979,2165
19721214,QUANTOR CORP,64980,3740
19790717,INTERMEDICS INC,64987,2410
19721214,QUANTRONIX CORP,64988,3753
19721214,FIRST COML BKS INC,64995,2535
19790423,KEY BANKS INC,64995,2535
19850827,KEYCORP,64995,2535
19940302,KEYCORP NEW,64995,2535
19721214,RANCHERS PACKING CORP,64996,5904
19830622,QUAREX INDUSTRIES INC,64996,5904
19930115,WESTERN BEEF INC DE,64996,5904
19810521,MUSE AIR CORP,65007,3088
19830802,QUARTZ ENGINEERING & MATLS INC,65008,6244
19870519,AMTECH SYSTEMS INC,65008,6244
19830404,ORIOLE HOMES CORP,65015,21340
19801125,QED EXPLORATION INC,65016,3742
19721214,PAY N PAK STORES INC,65023,3477
19821210,QUANTUM CORP,65024,5722
19810408,PRAIRIE PRODUCING CO,65031,3646
19830114,QUALITY MICRO SYSTEMS INC,65032,5767
19840730,Q M S INC,65032,5767
20000426,MINOLTA Q M S INC,65032,5767
19830622,QUICK & REILLY GROUP INC,65058,21477
19830407,QUANTECH ELECTRS CORP,65059,5910
19790403,SAFETY KLEEN CORP,65066,3964
19840113,Q MED,65067,6779
20020528,QMED INC,65067,6779
19830512,STERLING SOFTWARE INC,65074,21673
19721214,QUEEN CASUALS INC,65075,3743
19781204,TELECONCEPTS CORP,65082,4469
19921007,VIROLOGY TESTING SCIENCES INC,65082,4469
19930119,VIRAL TESTING SYSTEMS CORP,65082,4469
19810429,QUEST MEDICAL INC,65083,3744
19980701,ADVANCED NEUROMODULATION SYS INC,65083,3744
19830427,TELERATE INC,65090,25737
19840514,QUESTECH INC,65091,7031
19810529,UNITEL VIDEO INC,65103,4700
19830826,QUESTRONICS INC,65104,6329
19830919,AMERICAN PRESIDENT COS LTD,65111,20096
19960603,A P L LTD,65111,20096
19811021,QUICKPRINT AMERICA INC,65112,3755
19721214,FIRST BANC GROUP OHIO INC,65138,606
19791022,BANC ONE CORP,65138,606
19981002,BANK ONE CORP,65138,606
19721214,QUINDAR ELECTRONIC INC,65139,3756
19830720,BANCO CENTRAL S A,65146,20259
19920713,BANCO CENTRAL HISPANOAMERICANO,65146,20259
19830718,BLOUNT INC,65154,20310
19951106,BLOUNT INTERNATIONAL INC,65154,20310
19990820,BLOUNT INTERNATIONAL INC NEW,65154,20310
19830922,COMPUTRAC INSTRS INC,65155,6415
19840605,QUINTEL CORP,65155,6415
19870305,ARIZONA INSTRUMENT CORP,65155,6415
19721214,CARE CORP,65162,751
19800915,QUIXOTE CORP,65163,3757
19830804,CARE CORP,65170,751
19721214,QUORUM INDUSTRIES INC,65171,3758
19821102,COMPUTER FACTORY INC,65189,5673
19730403,QUOTE ME INC,65190,25739
19721214,CONTINENTAL HAIR PROD,65197,729
19760521,CONAIR CORP DE,65197,729
19721214,SCANTLIN ELECTRONICS INC,65198,3759
19730305,QUOTRON SYSTEMS INC,65198,3759
19721214,DESIGNATRONICS INC,65218,1394
19800813,R & R ASSOC INC,65219,3775
19810123,DIAGNOSTIC RETRIEVAL SYS INC,65226,1387
19970818,D R S TECHNOLOGIES INC,65226,1387
19830714,R A X RESTAURANTS INC,65227,6184
19830722,DIAGNOSTIC RETRIEVAL SYS INC,65234,1387
19830606,R B ROBOT CORP,65235,6048
19830825,DIAMOND BATHURST INC,65242,25740
19771128,ROSSMOOR CONSTRUCTION CORP,65243,3789
19790213,R C C INC,65243,3789
19830621,ERBAMONT N V,65250,25741
19721214,R C L ELECTRONICS INC,65251,3794
19821101,FIRST ARKANSAS BANKSTOCK CORP,65269,21939
19841023,WORTHEN BANKING CORP,65269,21939
19821026,R C M TECHNOLOGIES INC,65270,5660
19721214,HARPER & ROW PUBLISHERS DE,65277,2210
19721214,R I H T CORP,65278,2222
19730410,HOSPITAL TRUST CORP,65278,2222
19830420,R I H T FINANCIAL CORP,65278,2222
19830916,HOVNANIAN ENTERPRISES INC,65285,20942
19830726,INSPIRATION RESOURCES CORP,65293,20979
19920506,TERRA INDUSTRIES INC,65293,20979
19721214,R L I CORP,65294,3860
19830607,INTERSTATE UNIFORM SVCS CORP,65306,6051
19840116,UNIFIRST CORP,65306,6051
19721214,R P M INC OH,65307,3911
20021015,R P M INTERNATIONAL INC,65307,3911
19830705,KENTRON INTERNATIONAL INC,65314,25742
19721214,ROYAL SCOTSMAN INNS,65315,3920
19780207,R S I CORP,65315,3920
19891116,DELTA WOODSIDE INDS INC NEW,65315,3920
19830818,KNOLL INTERNATIONAL INC,65322,25743
19721214,R S R CORP,65323,3922
19830801,LEGG MASON INC,65330,21092
19721214,R T SYSTEMS INC,65331,25744
19821101,M S R EXPLORATION LIMITED,65349,21145
19971103,M S R EXPLORATION LIMITED NEW,65349,21145
19830422,R 2000 CORP,65350,5939
19830720,MCDONALD & CO INVTS INC,65357,21176
19760604,R M I C CORP,65358,3866
19721214,MYERS INDUSTRIES INC,65365,3102
19800728,NANTUCKET INDUSTRIES INC,65373,3114
19780510,RADIANT INDUSTRIES INC,65374,3762
19721214,NEWPORT ELECTRIC CORP,65381,3242
19870122,N E C O ENTERPRISES INC,65381,3242
19830930,SMITH A O CORP,65402,21625
19721214,RADIATION DYNAMICS INC,65403,3764
19721222,STANDARD HAVENS INC,65410,4087
19830923,SYMS CORP,65429,21695
20151221,TRINITY PLACE HOLDINGS INC,65429,21695
19721214,RADIATION MEDICAL PRODUCTS CORP,65430,3864
19830715,TRANSCO EXPLORATION PARTNERS,65437,21774
19761207,RADIATION SYSTEMS INC,65438,3765
19810219,NATIONAL FOUNDATION LIFE INS,65445,3184
19820909,WESTBRIDGE CAPITAL CORP,65445,3184
19721214,RADIATION TECHNOLOGY INC,65446,3927
19880629,R T I INC,65446,3927
19831206,A M C A INTERNATIONAL LTD,65453,20008
19900604,UNITED DOMINION INDUSTRIES LTD,65453,20008
19831221,AMERICUS TR FOR A T & T COM SHS,65461,25745
19770523,RADIOFONE CORP,65462,3803
19831221,AMERICUS TR FOR A T & T COM SHS,65488,25745
19800313,RADIOGRAPHIC DEVELOPMENT CORP,65489,3801
19721214,BUCKBEE MEARS CO,65496,458
19830428,B M C INDUSTRIES INC MN,65496,458
19831007,RADIONICS INC,65497,6480
19811209,BELO A H CORP,65509,5223
20010102,BELO CORP,65509,5223
19840417,RADTECH INC,65510,6988
19750917,BROOKS FASHION STORES INC,65517,538
19831212,RADYNE CORP,65518,6629
20000208,RADYNE COMSTREAM INC,65518,6629
20050606,RADYNE CORP,65518,6629
19831213,CITADEL HOLDING CORP,65525,20454
19721214,RAGEN PRECISION INDS INC,65526,3767
19820503,RAGEN CORP,65526,3767
19831025,CIRCUS CIRCUS ENTERPRISES INC,65533,20455
19990621,MANDALAY RESORT GROUP,65533,20455
19721214,RAHALL COMMUNICATIONS CORP,65534,3768
19830121,COOPERVISION INC,65541,5780
19870622,COOPER COMPANIES INC,65541,5780
19721214,RAINBOW RESOURCES INC,65542,3788
19831011,ECHO BAY MINES LTD,65568,20629
19721214,MARINE BANCORPORATION,65569,3785
19741108,RAINIER BANCORPORATION,65569,3785
19831019,ESPRIT SYSTEMS INC,65576,10208
19721214,RAINIER COMPANIES INC,65577,3770
19831110,FOREST CITY ENTERPRISES INC,65584,20751
20160104,FOREST CITY REALTY TRUST INC,65584,20751
19831012,FREEPORT MCMORAN OIL & GAS RTY,65592,20761
19810623,RADIANT TECHNOLOGY CORP,65593,3926
19831221,GRAPHIC TECHNOLOGY INC,65605,25747
19721214,RAMAPO BANK WAYNE NJ,65606,3868
19740401,RAMAPO FINANCIAL CORP,65606,3868
19831215,GRUNTAL FINANCIAL CORP,65613,25748
19760128,RAMPART GENERAL INC,65614,3912
19800423,HOUSTON OIL RTY TR,65621,20940
19781214,RAMTEK CORP,65622,3870
19830706,L L & E ROYALTY TRUST,65648,21071
19800828,RANDADO OIL & MINERALS,65649,3877
19811109,RAN ENERGY INC,65649,3877
19830614,LAFARGE CORP,65656,6066
20010904,LAFARGE NORTH AMERICA INC,65656,6066
19721214,RANCH HOUSE AMER INC,65657,25749
19830819,MCLEAN INDUSTRIES INC NEW,65664,6305
19721214,RAND CAPITAL CORP,65665,3771
19831003,MCRAE INDUSTRIES INC,65672,2825
19760512,BRANDON APPLIED SYSTEMS,65673,3852
19780731,RAND INFORMATION SYSTEMS INC,65673,3852
19831213,MIDLANDS ENERGY CO,65680,25750
19780821,RANDAL DATA SYS INC,65681,3872
19831027,N I INDUSTRIES INC,65699,25751
19721214,RANGAIRE CORP,65700,3772
19900208,SCOTTISH HERITABLE INC,65700,3772
19940127,UNITED STATES LIME MINERALS INC,65700,3772
19791228,PACIFIC RESOURCES INC HI,65701,3672
19721214,RANK ORGANIZATION LTD,65702,3773
19820317,RANK ORGANIZATION PLC,65702,3773
19961007,RANK GROUP PLC,65702,3773
19820607,PETROLEUM INVESTMENTS LTD,65728,5540
19721214,RAPIDATA INC,65729,3774
19830831,SHOE TOWN INC,65736,6347
19741121,RAPOCA ENERGY CORP,65737,1017
19831208,T G I FRIDAYS INC,65744,21701
19801007,TEAM INC,65752,4402
19721214,RATNER CORP,65753,3778
19831223,THREE D DEPTS INC,65760,21750
19830412,RAUCH INDUSTRIES INC,65761,5922
19721214,TRIANGLE HOME PRODS INC,65779,6256
19721214,RAY PROOF CORP,65780,25752
19831012,TRIBUNE COMPANY NEW,65787,21782
19721214,RAYCO INTERNATIONAL INC,65788,3761
19760305,TULL J M INDUSTRIES INC,65795,4593
19770427,RAYCOMM INDS INC,65796,3760
19860604,RAYCOMM TRANSWORLD INDS INC,65796,3760
19831202,UNITED FOODS INC,65808,21817
19721214,RAYGO INC,65809,25753
19760412,WANG LABORATORIES INC,65816,21883
19721214,RAYMOND CORP,65817,3783
19721214,YARDNEY ELECTRIC CORP,65824,25754
19830412,YARDNEY CORP,65824,25754
19680610,RAYMOND ENGINEERING INC,65825,28975
19700401,RAYMOND PRECISION INDS INC,65825,28975
19780517,RAYMOND INDUSTRIES INC,65825,28975
19840215,A L LABS INC,65832,20007
19941004,A L PHARMA INC,65832,20007
19950918,ALPHARMA INC,65832,20007
19721214,RAYNE INDUSTRIES INC,65833,3784
19721214,ADVANCED SYSTEMS INC,65840,78
19840216,AMERICAN INFORMATION TECHS CORP,65859,20088
19910429,AMERITECH CORP,65859,20088
19721214,RAYPAK INC,65860,3956
19721214,SHAREHOLDERS CAP CORP,65867,278
19750122,ANGELES CORP,65867,278
19840216,BELL ATLANTIC CORP,65875,20288
20000703,VERIZON COMMUNICATIONS INC,65875,20288
19840216,BELLSOUTH CORP,65883,20290
19721214,REAL ESTATE DATA INC,65884,3817
19830407,COMMONWEALTH FEDERAL SVGS BK MA,65891,5906
19840807,COMFED SAVINGS BANK LOWELL MA,65891,5906
19880404,COMFED BANCORP INC,65891,5906
19840119,EL TORITO RESTAURANTS INC,65904,25755
19840823,REAL ESTATE INVESTMENT TRUST CA,65905,7196
19840227,EQUITY INC FD 1ST SER A T & T SH,65912,20663
19721214,K M C MORTGAGE INVESTORS,65913,2593
19771201,KENTUCKY PROPERTY TRUST,65913,2593
19820225,REALAMERICA COMPANY,65913,2593
19800904,GLOBAL NATURAL RESOURCES PLC,65920,20827
19830729,GLOBAL NATURAL RESOURCES INC,65920,20827
19721214,COOK CHEM CO,65921,3826
19731001,REALEX CORP,65921,3826
19721214,HUDSON UTD BK UNION CITY NJ,65939,2231
19821001,H U B C O INC,65939,2231
19990427,HUDSON UNITED BANCORP,65939,2231
19721214,REALIST INC,65940,3863
19891218,DAVID WHITE INC,65940,3863
19780217,HEALTH CARE FUND,65947,2105
19850627,HEALTH CARE REIT INC,65947,2105
20150930,WELLTOWER INC,65947,2105
19721214,REALTY INDUSTRIES INC,65948,3810
19721214,HOMESTEAD FINANCIAL CORP,65955,2190
19721214,RECLAMATION SYSTEMS INC,65956,3812
19831007,INTERNATIONAL HYDRON CORP,65963,6477
19721214,RECOTON CORP,65964,3796
19831108,LEVITT CORP,65971,6557
19810114,RECTISEL CORP,65972,3813
19721214,REDACTRON CORP,65999,3799
19840216,NYNEX CORP,66018,21316
19840216,PACIFIC TELESIS GROUP,66026,21357
19721214,REDKEN LABS INC,66027,3806
19721214,PANDICK PRESS INC,66034,3503
19831227,PANDICK INC,66034,3503
19721214,REDLAKE CORP,66035,25756
19760430,VAGABOND REAL ESTATE EQUITIES,66042,3822
19771003,REAL ESTATE INVT PPTYS,66042,3822
19850102,HOTEL PROPERTIES INC,66042,3822
19761015,REDWOOD BANCORP,66043,25757
19840329,RUSS BERRIE & CO,66050,21538
20090923,KID BRANDS INC,66050,21538
19790212,REED ROBERTS ASSOC INC,66051,3913
19840117,SANTA FE SOUTHN PAC CORP,66069,21565
19890425,SANTA FE PAC CORP,66069,21565
19780110,REEVES TELETAPE CORP,66070,3941
19791205,REEVES COMMUNICATIONS CORP,66070,3941
19840330,SEA CONTAINERS LTD,66077,21586
19721214,REFAC TECHNOLOGY DEV CORP,66078,3818
19990601,REFAC,66078,3818
20030303,REFAC NEW,66078,3818
20060307,REFAC OPTICAL GROUP,66078,3818
19840330,SEACO INC,66085,21338
19861031,ORIENT EXPRESS HOTELS INC,66085,21338
19781102,DUNLAP & ASSOC INC,66086,1424
19820802,REFLECTONE INC,66086,1424
19840216,SOUTHWESTERN BELL CORP,66093,21645
19950501,S B C COMMUNICATIONS INC,66093,21645
20051121,A T & T INC,66093,21645
19730131,REFRESHMENT MACHINERY INC,66094,25758
19800620,TECHNODYNE INC,66106,4406
19721214,REGAL APPAREL LTD,66107,25759
19840127,TEMPLE INLAND INC,66114,21726
19800102,REGAL PETROLEUM LTD,66115,3910
19840216,U S WEST INC,66122,21830
19980615,U S WEST INC NEW,66122,21830
19721214,REGENCY ELECTRS INC,66123,3839
19891026,RELM COMMUNICATIONS INC,66123,3839
19840518,BOWATER INC,66130,20325
20071029,ABITIBIBOWATER INC,66130,20325
19840430,EXCEL INDUSTRIES INC,66149,20676
19721214,FIRST BANK SYSTEM INC,66157,1645
19970804,U S BANCORP DEL,66157,1645
19810113,REGENT PETROLEUM CORP,66158,3841
19721214,FOOTHILL GROUP INC,66165,1858
19810424,REEF ENERGY CORP,66166,3837
19870610,GENERAL ENERGY RES & TECH CORP,66166,3837
19810706,HELIONETICS INC,66173,10248
19830426,REGIS CORP,66174,5947
19810922,HOME DEPOT INC,66181,5085
19831003,REGENT AIR CORP,66182,6450
19830330,HOME FEDERAL SVGS & LN ASSN CA,66202,5890
19881230,HOMEFED CORP,66202,5890
19721214,REHAB CORP,66203,25760
19791218,INTERNATIONAL INCOME PPTY INC,66210,2306
19830210,REHAB HOSPITAL SERVICES CORP,66211,5801
19810106,ISALY INC,66229,2402
19850830,AMBRIT INC,66229,2402
19831220,REID ASHMAN INC,66230,6731
19870428,SOLITEC INC,66230,6731
